index,condition_concept_id
T84.290A,45556282
S66.811D,45579059
S63.014D,45540435
T36.1X6A,45580051
H40.2212,45596087
S71.141A,45535745
L02.425,45562525
M08.80,45586855
E10.641,45552383
M60.031,45606249
T20.219D,45555728
T20.36XD,45570168
K52.82,45533607
M47.894,45606229
N07.9,45548646
M89.364,45548611
M24.872,45606190
S53.20XS,45568991
I60.30,45538389
S25.812A,45597477
M50.92,45538783
M87.877,45562960
J15.7,45543260
S62.366D,45603108
T18.9XXD,45579846
S32.000G,45597532
H53.71,45562284
M25.373,45548393
F12.920,45595861
T37.3X1A,45570359
S79.811A,45545617
S74.02XS,45584094
R86.6,45597207
H44.829,45562258
M60.812,45567587
I75.019,45576918
G12.0,45591159
S92.512S,45589430
T25.322D,45555848
G54.3,45547748
S22.051D,45568390
C60.8,45590912
B08.09,45561742
P70.2,45592342
K57.40,45591597
T25.311D,45608923
T25.312D,45575164
T25.022D,45565428
T25.311S,45560600
T25.312S,45555846
T24.111D,45594488
T25.391A,45575169
G40.814,45571799
M89.662,45596813
T82.534A,45546705
J11.89,45581845
P27.0,45597074
P27.1,45558368
Q67.4,45597144
S62.329D,45540360
A56.11,45561720
H21.261,45533273
M67.861,45587038
T31.60,45575183
T22.111D,45546143
T54.91XA,45575422
T22.711A,45599252
T21.25XD,45594398
M87.152,45582333
M87.151,45606431
S70.922A,45608093
S63.617A,45540481
S90.211A,45569946
M26.59,45577242
S82.291A,45589128
S32.14XA,45578173
S72.002G,45603327
S32.810G,45568533
S72.001E,45574330
S72.8X1E,45603468
S72.301B,45540652
I70.509,45572124
S32.409D,45544532
T20.35XD,45550936
T22.251A,45608815
S02.119D,45553810
Q71.31,45597148
Q72.893,45563271
C4A.12,45586008
S36.539A,45587940
S90.561A,45569950
S11.95XA,45606963
W19.XXXD,45595249
O35.1XX2,45548754
T85.29XS,45585314
J35.03,45576948
H05.349,45557318
M96.661,45582377
T50.2X6A,45585042
S92.535A,45536391
C82.23,45566630
S63.005A,45559570
S14.106D,45568312
T17.908S,45570156
O99.413,1424227
S47.9XXA,45578410
S33.39XD,45563699
S32.415D,45583085
S63.435A,45540477
S63.433A,45593551
S51.811D,45535107
V88.8XXA,45600047
N16,45606483
T36.7X5A,45584852
L01.02,45586750
S02.61XB,45568206
S21.219D,45587726
T78.02XA,45570679
H04.69,45552577
S64.40XA,45579003
S64.8X1A,45593574
M26.211,45596556
S70.01XD,45593637
D20.1,45557059
C7A.096,45547528
I25.798,45548012
T23.329A,45555799
T40.8X1A,45575249
T62.0X1A,45604450
C75.5,45532934
M60.832,45586998
A48.52,45571429
H74.91,45591431
S52.292A,45597946
S92.502D,45565211
S60.922D,45574012
S61.240A,45545118
H16.421,45552608
S14.126D,45568316
S06.9X3D,45544276
S82.62XB,45536125
M84.442S,45577397
G83.12,45576612
G81.03,45576609
Q69.9,45577744
C91.51,45552313
H11.041,45547809
L02.03,45601199
T82.595A,45609342
S12.040D,45602160
S14.132D,45544347
L76.11,45562547
I82.542,45572142
Q89.1,45568099
S72.431D,45593786
S42.452A,45592978
S42.452P,45602560
D03.11,45590970
N28.84,45582399
S60.921A,45583628
Q53.20,45539282
S82.102A,45589054
S62.511B,45540390
S12.401G,45606978
S89.092K,45594133
S72.351S,45559817
M13.162,45538677
D3A.024,45557076
B66.1,45561760
S39.94XA,45597658
T25.119A,45565431
S41.041A,45578280
S08.122A,45563436
T78.2XXS,45590036
H44.30,45538292
R78.9,45592433
S62.397A,45550037
S62.602P,45583764
S62.622P,45554830
S82.201P,45593958
S82.401P,45608409
S82.899K,45569849
S92.909K,45608708
S36.13XA,45597624
K03.7,45552907
M99.03,45534105
O36.5921,45577608
H40.32X2,45605684
I70.223,45596234
S02.62XS,45606879
M85.631,45601634
L97.313,45567379
L97.324,45562563
I70.232,45591496
T24.392D,45555832
T24.392S,45560579
S62.398D,45598287
S52.032D,45593080
M84.434A,45601588
B78.0,45600468
H50.811,45557462
M10.069,45557781
E11.341,45557112
M84.550D,45592006
T40.605S,45560709
S66.327A,45545365
S61.257A,45535478
S64.02XD,45569326
L94.8,45533662
S13.130A,45534626
S13.140A,45544336
M84.454K,45606370
T50.B95A,45575399
Q76.5,45534410
M66.241,45548476
G40.821,45595938
S22.49XS,45597448
C51.8,45547506
C85.17,45605327
S71.109S,45583930
T82.03XD,45599756
M25.732,45533817
S61.214D,45559421
S61.224A,45598177
T40.1X1D,45551158
S34.102A,45568541
M84.651D,45548559
M84.451D,45591989
M84.453D,45601591
S72.321G,45603398
M84.441A,45553308
S42.491B,45559045
S42.421D,45544721
S44.01XD,45578385
S42.134A,45583210
H33.041,45562224
H33.049,45571948
Z16.31,45600310
S27.893A,45563605
S43.432S,45568738
I74.10,45538445
R48.3,45573029
H15.029,45547817
T83.020A,45565850
L02.422,45581921
S92.055A,45550757
S42.201G,45583219
I86.0,45596268
M80.851S,45562854
H47.22,45586488
T81.710A,45575552
H72.821,45576831
H72.823,45586542
H72.822,45552750
C44.102,45585995
S92.101A,45569997
S43.62XA,45573644
T84.012D,45541851
Z52.10,45609948
S37.009D,45583160
S62.613K,45564366
S62.312D,45578855
S42.131A,45563812
T23.231D,45560547
H30.122,45533288
F81.2,45542867
L02.828,45577020
S06.9X3A,45568263
T23.071A,45608843
T22.012A,45536515
T22.031A,45546140
S23.429A,45597453
M84.30XA,45606347
M76.811,45587057
O36.5130,45543977
M40.203,45601439
O43.92,45587364
O22.42,45539098
S63.115S,45574194
S05.12XS,45573110
S83.221A,45540990
S46.009A,45549610
T41.205A,45609030
S61.223A,45578772
M06.821,45538639
S42.341A,45588046
Z55.3,45537656
F16.29,45538043
S13.160A,45582881
S42.021P,45578293
T40.5X5D,45594621
H16.322,45566985
H60.591,45547952
M14.68,45567467
M92.50,45601692
S29.092S,45597496
S63.054S,45583798
A02.1,45600394
O03.31,45572746
M86.451,45567761
S76.392A,45603509
H44.609,45552708
D83.1,45566715
T65.892A,45599686
S25.191D,45544438
M85.822,45572638
T79.A21D,45556224
S83.124A,45589230
S85.091A,45584410
T79.A21A,45551458
S06.367A,45568251
F98.9,45547725
Y07.11,45537492
M87.072,45577458
M24.074,45543535
L97.923,45572303
Z89.211,45552134
S58.111D,45602909
S58.111S,45569045
S58.111A,45540231
N13.722,45582390
M13.169,45586885
S20.91XA,45573238
H44.511,45596107
T84.50XD,45609372
S63.024D,45603157
S63.024A,45564393
S92.154A,45570016
B08.02,45552211
M02.369,45586829
S82.851P,45574703
S82.851K,45608476
C10.2,45566574
M24.231,45591788
C31.3,45542589
Y93.51,45605085
V00.131A,45570796
S86.819D,45598954
G23.2,35207338
F52.5,35207204
T84.090S,45594940
M87.859,45587188
T84.090D,45590094
S82.821P,45545806
S82.491G,45564966
S82.491K,45603692
M62.479,45572495
Z03.818,45552061
S83.31XD,45589243
M88.88,42619092
O71.1,45558329
S72.492A,45545556
O35.5XX1,45587326
A18.4,45547395
Z04.71,45561610
H11.432,45596016
I60.2,45548024
T82.09XA,45599757
S25.321A,45573303
S52.101K,45573739
S63.512A,45554898
S63.035A,45559572
D86.2,45586127
H49.882,45586498
N42.81,45577528
R89.6,45606831
S52.551B,45549782
N35.010,45582400
H47.321,45581691
S82.302B,45589135
S92.044D,45560300
Q61.8,45553687
M47.818,45572459
C91.41,45542662
S52.245D,45588253
M00.831,45572313
H40.62X0,45586468
S37.69XA,45558933
H20.819,45581618
S92.191B,45589388
S82.51XE,45584323
O29.40,45577575
S56.922A,45564189
S56.922D,45573947
S41.102D,45587987
M60.004,45557904
S87.82XD,45560198
M54.00,45601479
E70.329,45591053
E70.8,45600665
M66.321,45591906
M00.252,45557742
J84.2,45586680
L02.629,45605971
M05.652,45533696
M05.651,45548260
M93.959,45601697
S83.212D,45594078
O42.90,45567972
H18.832,45586405
E10.339,45605397
T43.022A,45555982
M93.261,45567804
K08.139,45567290
N92.2,45543903
D80.9,45533002
M32.12,45601434
T22.212S,45536517
T22.232D,45608813
I83.211,45562415
T82.510A,45585251
S62.660A,45603151
S08.121A,45606947
S21.111D,45578014
S19.83XA,45539554
S63.658A,45559625
S63.652A,45588687
S63.212A,45607957
I69.941,45548055
M16.31,45553095
S83.251D,45589237
Q83.9,45563277
T56.891A,45589928
M61.462,45533879
A98.5,35205724
S28.0XXD,45558785
S57.81XA,45569042
S57.01XA,45598112
Z89.202,45542480
S01.85XA,45549027
I82.543,45557598
S22.061D,45578053
S62.639A,45607921
Z20.7,45609915
M84.451S,45567705
S56.911D,45598109
Q00.2,45568047
O34.02,45577594
S68.611D,45569398
M48.56XS,45543601
M15.2,35208761
W55.89XA,45547106
M21.761,45567496
M21.752,45533782
D16.30,45537893
S14.124D,45607000
S21.202D,45597424
S11.90XD,45563457
S12.500B,45568298
S12.600B,45592586
S14.127A,45568317
S21.441A,45578031
Z52.000,45561632
M60.062,45577291
T22.391A,45584712
T31.66,45608947
T22.392A,45579905
D22.22,45581292
H04.529,45576647
C65.1,45537828
C66.1,45532923
S92.422D,45560351
S42.035S,45573537
S62.357D,45554807
T43.3X5A,45565573
T47.0X1A,45556037
S60.221D,45607768
S82.431K,45569780
T78.04XD,45594873
M48.56XG,45586985
C82.58,45537856
S02.112D,45577866
O64.1XX0,45548814
M60.000,45586995
S62.651D,45598330
I60.22,45605802
Z37.59,45595504
C81.09,45542634
C81.05,45590928
H05.112,45591238
S96.912D,45570115
S74.01XS,45598659
S27.809D,45549272
E79.1,45537987
S92.152A,45550775
S05.42XA,45534544
S92.122S,45589378
K82.3,45562515
S82.401E,45589140
T31.44,45599364
O09.31,45592180
T25.311A,45570301
T59.93XA,45594801
M12.19,42616951
T40.0X4A,45594614
D10.7,45576376
S00.219A,45592448
S62.132A,45569161
S62.012S,45607828
S62.132S,45549979
S62.212D,45578839
S62.132D,45603037
S62.032S,45583674
S62.135S,45549983
S62.145A,45549987
O33.2,45543957
E30.0,45595810
O89.4,35210378
S62.365A,45583746
S62.335D,45564330
T42.4X4D,45541538
O41.8X10,45582545
S39.94XD,45602484
D48.2,45561920
T85.02XD,45570766
T76.91XA,45561002
S62.627K,45545243
S62.627G,45607915
H11.822,45581587
S92.211D,45589391
T82.868S,45541839
S72.352C,45555082
S72.432D,45588907
S72.402F,45569514
S87.01XD,45584442
S72.432B,45559853
S36.521A,45602453
S39.091A,45558946
S36.428A,45597634
S21.322A,45573257
S93.315A,45574954
M61.59,42618023
G57.42,45538129
M89.672,45562968
M24.672,45577215
Q60.1,45539285
S93.122A,45555631
H40.2292,45596089
H52.00,45596129
N99.72,45592167
K87,45601196
S36.200A,45592835
S82.262D,45593988
H71.21,45581737
H71.20,45557508
C44.202,45556978
S62.657D,45603148
S52.592B,45535313
S40.022D,45592880
B55.0,45537768
Q97.8,45544127
S62.241D,45554778
T24.101A,45608887
H15.9,35207532
S62.320D,45545192
M94.8X5,45592108
M02.38,45553032
T43.216A,45555988
S32.011S,45539694
S62.233B,45578843
M33.19,45553168
M12.38,45591733
L49.4,45533642
S83.212A,45584390
S59.202A,45535411
S89.321D,45541055
S89.021D,45560203
S89.121A,45589299
S42.021K,45554248
C94.32,45532964
T45.8X5D,45565628
H40.20X1,45538280
O09.02,45558193
R89.2,35211503
H71.02,45586541
H95.193,45543158
S82.042B,45593907
I82.513,45605852
S63.256A,45588662
H59.212,45562297
T26.92XA,45570320
T84.019S,45590088
O88.811,45601898
T84.099D,45609362
G90.8,45533172
O00.0,45582433
S65.515A,45554922
S54.91XA,45573908
S82.899D,45550598
H27.131,45596056
M99.09,45539021
S86.019D,45608553
O07.35,45596907
S07.0XXA,45577924
S82.232C,45536057
S93.314A,45541191
S82.841B,45589180
S82.102B,45559970
S82.102E,45584190
S82.292E,45603642
H47.319,45591381
H31.20,45562220
T84.625A,45580452
T84.629A,45590109
S82.022D,45536000
L24.4,45552976
S92.021K,45550748
B37.83,45581162
Q10.7,45606728
T22.292D,45570207
F14.29,45566800
H05.421,45566955
S62.317P,45559501
S62.337P,45588567
S62.307S,45574115
S53.121A,45573897
M25.321,45582114
S53.004A,45602849
M71.342,45582235
O12.23,45553476
T82.119D,45570709
S43.431S,45602589
H05.52,45596004
H05.50,45552584
S05.42XS,45549057
S44.22XA,45539929
M89.58,45592083
M1A.09X1,45562655
D00.02,45571580
S60.412A,45607772
S62.221A,45569175
Y35.003A,45542290
H40.022,45557411
A32.11,45552174
H11.423,45547812
C49.11,45590904
S40.221D,45539808
C76.41,45547521
M24.821,45533806
C44.602,1406046
S32.029B,45539697
K00.4,45538493
M10.022,45543449
S92.302G,45536354
S82.61XG,45584331
Q21.9,45558395
S62.618D,45598309
S14.129D,45539532
S68.116A,45608065
C76.52,45571537
K31.0,45567299
K75.3,45586734
H33.003,45576719
S62.343D,45598273
H18.12,45542984
T23.052S,45565366
D43.9,45561918
H35.062,45596069
S36.112D,45573458
S05.60XA,45577886
M93.831,45548633
M93.832,45534095
S93.502A,45599129
H35.043,45543027
G43.821,45571802
S92.511S,45565215
I83.003,45581826
S66.812D,45550165
T74.11XD,45560994
S37.062D,45597644
S37.002D,45587947
S35.414D,45602427
T58.8X1A,45551341
L97.413,45581979
I70.239,45596235
M92.52,45558119
T75.89XD,45594869
S69.80XD,45598475
S89.111A,45584455
M22.02,45562673
S05.12XD,45577882
H32,45562222
M24.08,45538719
Z20.01,45547293
O98.712,45572902
Q18.2,45563237
T50.7X5A,45589876
T43.215A,45580141
S02.19XG,45539414
S01.312D,45597241
S36.499A,45573470
S36.598A,45607252
H02.60,45552567
O03.30,45596897
V40.7XXA,45580570
S56.912A,45554646
S60.456A,45569086
S61.019D,45559410
H35.721,45600915
S06.1X3A,45568229
D09.8,45537888
S62.221D,45569176
J04.2,45562434
S00.411D,45553765
S00.411S,45592455
M25.20,45591802
O04.89,45587269
H81.391,45538353
I63.211,45572098
S60.551A,45535446
I69.334,45538413
I82.A22,45591522
Q55.61,45582657
L24.2,45552975
S62.313B,45564325
S92.124A,45594216
L58.1,45567362
S32.050G,45587863
I21.21,45572080
Q62.5,45597137
H70.001,1413406
M48.55XG,45577277
S42.013B,45544655
M84.412A,45582278
M67.979,45562811
B19.0,45585949
E76.219,45561980
S00.11XS,45534487
T23.762A,45546219
T23.772A,45541374
S82.201G,45569730
S82.401G,45550520
S82.301G,45545747
T22.159A,45560492
Q66.80,45553692
Q66.82,45568076
T82.391A,45585246
T81.718S,45604530
S37.23XA,45568593
L89.513,45581969
O34.80,45582495
I25.701,45548010
O36.0924,45596976
S37.092D,45539789
B19.11,45566540
M93.222,45577490
M65.822,45567617
S04.52XS,45553823
S71.151A,45574328
S52.691E,45544986
S52.691D,45544985
S52.691F,45583504
S52.601P,45583496
S82.461A,45560072
S62.324B,45603081
N80.6,45572724
J95.831,45605904
O75.82,45544028
E89.5,45586179
T26.11XD,45608931
T26.12XD,45536626
T26.11XA,45584801
H20.042,45591287
K31.83,45552924
S92.421D,45560350
S92.531D,45574939
O32.8XX1,45572801
O32.8XX2,45596958
O69.81X2,45601889
S67.192D,45583898
Q38.6,45558405
N43.42,45582404
S62.644D,45559558
S40.251A,45568610
M86.611,45601644
O34.73,45592231
O35.6XX0,45539144
O47.9,45597011
S93.05XA,45555627
S56.124A,45583548
S41.122A,45563792
I82.C22,45562412
F12.188,45571720
S62.114D,45545150
S91.352A,45603839
H44.709,45596111
S61.313A,45593388
S06.370D,45568253
S83.32XA,45589245
S54.8X1S,45559323
S52.121S,45593093
S54.8X1D,45545009
S56.521A,45540221
S54.8X1A,45535354
P04.9,35210437
T81.72XA,45580404
S76.012S,45545588
S53.016A,45588359
S12.100K,45573176
S93.612A,45560394
T70.3XXA,45580359
B37.6,45605233
S83.502A,45565029
O34.91,45592232
T25.232D,45560597
T22.092S,45555762
T21.03XS,45604052
T22.139S,45584703
T22.131D,45589554
Z68.52,45600349
H53.003,45533356
K08.59,45601149
O66.41,45587382
S60.032D,45607758
F95.0,45552507
M76.11,45533936
L03.316,45552970
J45.32,45576952
B08.3,45542551
J01.31,45596274
H30.143,45605658
A59.8,45590825
L97.401,45543405
H40.1492,45591344
H26.222,45576703
T84.216D,45599796
R62.0,35211404
O36.0130,45572818
M84.351D,45601576
S31.629A,45544500
S02.69XK,45544225
T84.69XD,45551531
S15.311A,45602207
S92.355G,45589417
S42.035A,45597694
S42.035D,45534967
I69.21,45562377
M85.69,42618918
M87.074,45548582
M87.075,45587179
S91.102A,45536277
Z67.11,45595537
S93.334A,45584605
S92.222A,45584548
S62.620D,45603133
S66.320A,45603263
D40.10,45571618
S01.91XS,45549028
M67.833,45553245
T22.269A,45565342
H11.061,45542961
B27.02,45547445
K76.5,45591607
Q55.4,45606747
B34.1,45571466
S34.22XA,45554160
O08.9,35209548
T49.8X1A,45599556
T38.801A,45541492
H35.713,45600914
M86.239,45553361
S32.434A,45544545
M84.463D,45553312
S92.254A,45565179
S54.12XS,45573905
S55.902S,45545014
S54.00XD,45583530
S56.822S,45549865
S62.366G,45540380
H02.216,45557280
S93.304A,45546036
S62.337S,45574136
M48.55XS,45601468
M66.271,45591904
M87.071,45562946
M87.271,45534051
S92.121K,45599048
J09.X9,45581841
C84.A4,45532955
C84.A5,45537867
B08.5,45542552
S09.93XS,45539483
S06.891S,45592544
M87.188,45601654
G43.831,45571804
M71.041,45567639
S24.104D,45578069
I87.303,45552868
P07.30,45568019
P07.38,45572928
O34.511,45592230
S52.562A,45598020
S43.022D,45607405
L75.2,45543382
R56.01,45568142
I60.7,45572096
K94.11,45538560
T85.83XA,45604587
O71.9,45534303
S20.361A,45558692
S20.362A,45544382
S63.632A,45603214
S63.632D,45540484
M48.55XD,45553194
S72.115A,45579145
B10.89,45595607
S46.211D,45597821
F84.8,45571780
T85.110A,45609381
S93.04XD,45560368
M93.972,45553414
O26.613,45592203
H11.212,45576660
S36.60XA,45534912
M22.91,45577199
S46.919D,45554386
M26.20,45577238
N75.8,35209381
S83.221D,45598923
M23.305,45591783
M84.361A,45533974
S02.609K,45602073
S92.522D,45546016
S92.912B,45599117
S91.119A,45569965
S92.535D,45536392
L66.0,45581955
R40.2253,45606810
S82.91XE,45608504
S71.121A,45579096
O34.63,45596966
B18.9,45547441
T17.220A,45579835
S63.695S,45550121
M84.651K,45538934
T84.195A,45556280
S72.352K,45588882
S72.352G,45555083
S72.332K,45593742
S72.92XK,45593814
S72.302K,45569476
S61.344A,45554731
T37.0X1A,45599400
W01.198A,45561376
S62.316B,45598261
M94.252,45553416
M22.3X2,45548356
H40.069,45552681
S52.351A,45573818
M13.851,45548315
M06.061,45601284
M06.062,45553051
M05.09,45577092
S61.250A,45598181
K06.2,45562478
S62.153A,45578824
Q50.39,45577732
M19.232,45533749
M19.221,45601356
M19.222,45606133
C92.A1,45586068
Y07.01,45576017
S91.312D,45560276
T74.92XA,45604504
J63.2,45548119
S72.92XB,45535901
S72.002B,45593657
S72.302C,45588858
S72.322F,45603401
S72.91XE,45574487
S72.92XE,45603476
S01.25XA,45549018
S01.351A,45534510
S01.452A,45573078
S01.05XA,45558521
A21.0,35205477
S63.207D,45578949
O41.03X1,45543993
O34.03,45567920
S89.81XS,45550693
B60.11,45542569
S62.615S,45598305
M26.71,45601429
F40.232,45600744
O98.719,45563193
Z12.79,45542405
O34.593,45567923
O22.13,45548708
O99.72,45539224
S62.181D,45598238
S62.610D,45588597
S62.610S,45588599
S31.811A,45544506
Z03.73,45595480
G25.83,45571793
L57.1,45577043
S60.944A,45540281
S62.604D,45603123
H26.219,45600891
H61.302,45605733
S01.00XS,45563351
T20.05XS,45560453
S68.512A,45564558
T43.4X6A,45575283
T43.91XA,45580157
E67.1,35207026
S46.121D,45597820
S46.222D,45573667
S46.221D,45539953
S46.121A,45607442
S46.221A,45559096
R19.30,45553718
O26.839,45548726
M48.32,45577271
S13.151D,45577979
S14.103D,45606995
M24.122,45553134
Q65.4,45563258
T23.231A,45579932
S22.030A,45544414
S02.64XB,45568208
T79.1XXA,45556222
Z41.2,45581028
S63.610A,45535649
I70.413,45572121
M12.872,45567458
Z52.812,45547325
S01.402S,45577856
S01.501S,45563365
S81.839A,45540806
D81.89,45581334
T38.4X1A,45604231
K28.1,45601163
S51.841S,45597872
Q37.1,45582645
M12.359,45601335
M01.X9,45553026
S50.861A,45549639
Q33.1,45548894
S35.341A,45607227
Z01.01,45605095
E30.1,45581364
M88.1,45587192
R80.0,45573039
T50.A91A,45599573
S92.514D,45603926
K40.10,45605936
H21.41,45547838
D31.21,45547590
B51.9,45590856
D41.22,45581313
M79.A21,45601547
S92.192A,45579701
S42.451A,45554329
S42.481D,45544741
S70.372A,45564575
S42.252P,45539862
H16.041,45557341
S37.001A,45563746
S37.011A,45563747
O9A.113,45544042
T39.392A,45536713
S62.391A,45569212
S01.411D,45602064
B94.0,45590868
H02.054,45562124
H02.004,45552559
H10.401,45581573
E71.318,45566752
D69.42,45571640
S12.120G,45549121
T79.A12A,45570687
T22.30XA,45560500
T22.131A,45579894
M1A.3720,45577184
M76.40,45587056
I88.1,45586652
A92.31,45595600
S43.51XD,45592997
C7A.010,45547525
S60.471A,45588457
S52.135A,45544859
S32.052A,45573383
S34.3XXA,45592809
S63.044D,45583796
S62.314P,45535544
S62.316P,45550017
C83.17,45586042
L68.8,45586778
T86.830,45585331
N70.93,45543888
M86.8X3,45553373
T82.9XXS,45541840
Z46.2,45590732
S52.234G,45544880
S52.234K,45535196
S22.082A,45553993
S92.902G,45603933
H02.113,45538163
H68.102,45547966
H73.12,45591426
O9A.32,45587403
O15.1,45606540
O45.022,45606631
Y83.2,45566371
M23.322,45601394
H70.91,45572050
H16.021,45591270
H18.619,45552626
S64.496D,45564465
S60.459A,45545083
F19.180,45562031
S61.459D,45588498
H72.819,45572052
H74.329,45538348
S77.11XA,45545599
Q52.11,45544094
O34.61,45572807
S92.213B,45536345
J84.117,45562465
S70.322A,45593642
H31.422,45591311
M43.20,42619372
S82.112A,45559972
S82.112D,45540831
S82.115D,45593924
H33.119,45576723
K00.7,45552905
C46.1,35206214
C46.50,45552256
B33.3,45576264
T50.0X5A,45604372
S52.134D,45573751
S92.244D,45555586
S92.241D,45594237
M85.612,45572635
O40.2XX0,45539169
S93.114A,45608710
S82.232B,45584240
S85.182A,45598936
S36.523A,45573474
M65.171,45557937
H16.269,45586390
I61.2,35207810
S61.441A,45540311
S66.291A,45579036
L89.122,45572284
L89.112,45538591
S55.212A,45540192
S72.042A,45535773
S72.8X2D,45559877
Q65.81,45548916
T50.Z95A,45609159
K94.31,45567335
S14.155D,45549162
S43.081A,45568721
H04.332,45562141
H11.412,45547811
S80.212D,45559933
S90.811D,45555520
B27.09,45600452
C85.20,45590956
S97.109A,45560423
H16.123,45566978
O43.129,45548802
S31.609S,45534788
S31.630A,45587850
O03.89,45572749
N31.1,45567837
T78.01XD,45546669
S11.89XA,45592564
S89.312A,45555505
H72.02,45547974
C44.511,45542604
H66.015,45533390
G52.0,45547746
I63.119,45562364
S62.522S,45578896
H04.212,45538183
S92.533A,45546019
S31.613D,45563640
S31.613A,45544496
S24.113D,45582973
M62.452,45533886
H20.052,45581617
M45.6,45548419
H60.599,45581717
L40.1,45552978
M45.8,45567561
M00.841,45572314
M00.842,45567390
T23.141A,45570232
S62.647D,45545251
S65.517A,45608016
S62.627B,45540409
S82.435A,45550533
L66.2,45533648
H53.131,45562277
S04.31XD,45606889
S24.2XXA,45534729
S92.101G,45574877
S97.81XD,45541221
S97.81XS,45546077
S82.491B,45603691
S99.911D,45560428
S92.501D,45550824
S92.524A,45579748
F10.980,45566781
S42.482D,45607398
S60.922A,45554701
H05.249,45581561
S68.522A,45588758
S12.591A,45558651
O26.31,45548720
O98.419,45553613
O98.412,45539219
M23.611,45577203
S44.21XD,45578388
H40.1321,45547884
H40.1330,45591340
H40.1311,45567054
H65.04,45591407
S01.302S,45539405
S32.030G,45544519
S19.82XA,45587700
F15.220,45600712
B33.21,45561752
S61.218D,45540295
S68.615A,45535726
Z89.622,45542484
M71.08,45543676
S78.012A,45555191
S32.15XA,45558834
S83.252D,45608517
S83.252A,45540992
S42.402G,45597750
M61.522,45572487
M71.161,45557974
S30.94XA,45563619
A52.02,45585920
A52.00,45590822
T50.3X1A,45536848
T21.20XA,45575054
M26.11,45567537
P11.9,45534334
D37.039,45566685
S14.117D,45582885
S93.504A,45589453
A54.24,45532845
M61.571,45538808
S63.91XD,45569325
S62.524S,45540396
T46.7X1A,45594689
H80.82,45576841
O31.23X1,45563090
O41.01X3,45572841
D24.9,45537902
N46.024,45563019
T40.695A,45604263
Q89.09,45582685
J04.31,45572158
H53.69,45562283
S32.452A,45554134
M31.5,45596562
T31.41,45546280
A38.9,45600411
W92.XXXS,45571158
T59.892A,45604441
T24.021S,45570270
M85.671,45592034
S93.691D,45603962
E13.59,45537963
M05.831,45572339
M12.239,45533730
Y93.B3,45542391
L94.6,45586801
M05.60,45548259
S76.319A,45555181
T75.00XA,45570672
G47.24,45552537
S32.10XG,45534818
S82.442D,45564949
A18.03,45585901
S62.021G,45607831
T74.32XA,45570671
T74.12XA,45551440
M24.039,45553131
T22.242A,45608814
S26.90XA,45573313
O41.90X0,45601858
M05.722,45572337
S62.626D,45569232
K09.9,45581882
C84.Z9,45561863
B00.51,45590837
H40.41X4,45596093
C84.43,45586050
C84.91,45586054
H49.42,45591384
S01.332A,45577853
H81.22,45572063
M86.461,45577448
M86.261,45587169
O9A.311,45582603
S86.819S,45555478
G98.8,45576617
S31.819D,45607155
H44.111,45567070
S51.831S,45578452
S59.222A,45607747
M86.152,45601639
Z52.810,45581044
H28,35207548
H74.21,45557517
Q01.8,45577717
Q92.2,35211214
Q95.0,45563280
C47.3,45537816
S32.464A,45534841
S60.942A,45602966
S63.521D,45588682
C83.90,45571557
H15.841,45547819
H15.831,45581588
S05.8X2D,45582803
S89.312D,45550691
S82.875A,45594064
O44.12,45577646
S70.371A,45598482
H40.1234,45571965
M84.351G,45562870
S43.005S,45539906
C90.31,45590963
C90.21,45605330
S56.414A,45549853
S50.819A,45539995
H44.792,45586480
S86.122A,45536223
M84.619D,45606388
A24.3,45605197
M21.541,45577193
T34.522D,45575199
T33.521A,45580034
T33.522A,45594557
T34.522A,45580045
S36.113S,45597621
O36.0131,45572819
O26.812,45539109
A55,45552190
L89.301,45543392
T46.4X2A,45570484
I40.9,45596203
S83.003A,45560122
H02.841,45562134
S90.862A,45541073
S60.562A,45602958
S60.561A,45545091
S90.861A,45541072
S82.143D,45589076
S72.144D,45603390
Y90.6,45537590
P14.3,45563213
M00.851,45553024
S62.035A,45574066
S62.035D,45607840
Q37.8,45544088
S34.115A,45578220
M21.059,45557822
H33.40,45596067
S61.316A,45569125
Q75.2,45572989
Q30.8,45534374
C84.66,45561859
O34.60,45558254
T47.5X6A,45594701
S42.191D,45602520
S42.102K,45539835
S42.122K,45592906
S02.19XS,45544218
Q36.0,45548896
Q90.2,45606785
M40.36,45557870
M84.350D,45572575
M84.350G,45596709
M84.352A,45562871
M87.838,45601662
H74.03,45596169
S79.919A,45589005
S70.11XS,45579085
M31.2,45596561
S82.61XE,45598877
Q22.4,45592365
S43.084D,45554346
S62.322B,45564326
I47.0,45572092
H18.713,45562183
S64.493A,45579004
M76.12,45596681
S62.338A,45564332
T83.030A,45570726
H26.221,45557383
S25.891A,45563595
O60.23X0,45601877
O99.512,1424261
S42.025A,45544656
M86.8X5,45572648
M08.40,45586853
S88.012D,45589287
S88.012A,45608565
M87.862,45596798
L94.1,45586800
S86.821A,45536230
T39.4X1A,45580089
S96.191A,45608732
Q52.12,45587463
T70.8XXA,45580360
Q18.3,45582640
H21.561,45596046
T80.910A,45590047
S02.64XD,45587578
Y83.0,45556776
Q79.4,45553704
Q26.2,45572957
D31.10,45552344
Q16.4,45597109
M66.249,45572516
M02.10,45557745
S43.62XD,45597800
H52.523,45576788
